库容,水位
0,590
0.01,600
0.08,610
0.28,620
0.72,630
1.45,640
2.58,650
4.3,660
6.87,670
10.61,680
15.35,690
21.05,700
27.91,710
35.85,720
44.93,730
55.14,740
66.48,750
78.92,760
92.48,770
107.13,780
123.01,790
140.35,800
159.08,810
179.24,820
200.88,830
223.92,840
248.25,850
