库容,水位
0,810
0.03,820
0.17,830
0.42,840
0.79,850
1.3,860
2.03,870
3.03,880
4.52,890
6.69,900
9.58,910
13.36,920
18.36,930
24.74,940
32.48,950
41.68,960
52.51,970
65.21,980
80.01,990
97.01,1000
